acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
918278,8/29/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Speed slide,speed slide,WhiteWater West Industries Ltd.,1,10,F,"While going down slide, guest got scared and put arms out to side. Guest injured left middle finger.",injured left middle finger,,Impact: hit something in participatory attraction,,,,State investigators issued requirements that park repair the slide surface to prevent cutting or pinching hazards.
918403,8/29/2006,CA,Carlsbad,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,Preston & Barbieri,1,57,M,57 year old male was exiting out of the attraction when he rolled his left ankle and knee.,rolled ankle and knee,,Load/Unload: scrape or stumble,,,,
918409,8/29/2006,CA,Carlsbad,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,SIB International,1,6,M,6 year old male was stepping into boat when he fell and hit his face on the boat floor where he sustained a laceration over his right eye. He was also wearing glasses at the time.,cut above right eye,,Load/Unload: scrape or stumble,,,,
916751,8/28/2006,WI,,F,"Wisconsin Dept. of Commerce, Safety and Building Division",Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,,1,,F,Bumper cars stopped and patron jammed her wrists while bracing herself. Later diagnosed as a broken wrist.,Broken left wrist,,Abrupt stop/drop/lurch,,,,
916385,8/27/2006,TX,,F,Texas Dept. of Insurance,Water park,water park,water slide,Tube slide,tube slide,,1,32,F,Laceration above left eye,Impact with ride,,Impact: hit something in participatory attraction,,,,
916913,8/27/2006,FL,,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,13,M,A 13 year old male was injured while operating kart on track when hit from behind by another vehicle.,,,Collision: patron-controlled vehicles,,,,PATRON-IMPROPER OPERATION
917089,8/27/2006,FL,,F,Florida Dept. of Agriculture,Water park,water park,water slide,Water slide - undefined,waterslide,,1,10,F,"A 10 year old female was riding on the water slide, *** located on the *** platform with her uncle on a two man type tube, when the uncle lost grip on tube handles and grabbed the underside of tube, flipping it over, causing the patron to hit",,,"Fall: patron fell off inner tube, mat or board",,,,PATRON-IMPROPER OPERATION
917975,8/27/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,46,M,Guest complained of lower back pain.,lower back pain,,Body pain (normal motion),,,,
917976,8/27/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,26,F,Guest complained of lower back pain.,lower back pain,,Body pain (normal motion),,,,
918021,8/27/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,1,16,M,Guest bumped right elbow while going around a corner during ride.,elbow injury,,Impact: hit something within ride vehicle,,,,
918204,8/27/2006,CA,Palm Springs,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,30,F,Low back and right side pain.,lower back and right side pain,,Body pain (normal motion),,,,
918417,8/27/2006,CA,Carlsbad,F,California Division of Occupational Safety and Health,Amusement park,water park,water slide,Water slide - undefined,waterslide,WhiteWater West Industries Ltd.,1,4,M,"Guest was exiting slide, lost his balance and bumped his chin on edge. Referred to hospital for stitches.",cut to chin,,Load/Unload: scrape or stumble,,,,
919060,8/27/2006,CA,Ventura,F,California Division of Occupational Safety and Health,Family entertainment center,amusement ride,water ride,Bumper boat,bumper boats,"J & J Amusements, Inc",1,36,F,"Exiting boat, patron caught the heal of her foot, causing her to lose her balance and trip forward.  She hit her toe on the dock.",Unknown.  Patron treated at her physician's office.,,Load/Unload: scrape or stumble,,,,
919118,8/27/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,2,,U,"Two patrons sustained injuries on this date, but park failed to report injuries until 20 months later (April 14, 2008).",Unknown,,Unknown (not enough info),,,,"State cited park for failure to report, but there are no penalties for code violations in this state."
914354,8/26/2006,NJ,South Toms River,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,play equipment,Play structure,Raiders,"Wisdom Industries, Ltd.",1,8,U,Daniel was running at the entrance to the poke maze. He slipped and bumped his head. Daniel said he was okay and went back on the rides. First Aid was refused.,,,Load/Unload: scrape or stumble,,,,Loss of Control by Rider
916546,8/26/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,water ride,Boat ride,boat ride,,1,34,F,"Patron slipped while exiting boat, foot got caught between boat and dock.",,,Entrapment or pinch-point,,,,
916588,8/26/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,recreation,play equipment,Play structure,play structure,,1,4,F,Patron and another girl came down cookie mountain and slid right into each other.,"Middle finger slightly twisted, with swelling",,Collision: patrons collided (participatory),,,,
917088,8/26/2006,FL,Jacksonville,F,Florida Dept. of Agriculture,Family entertainment center,water park,water slide,Water slide - undefined,waterslide,,1,38,M,Thirty eight year old male suffered laceration to the head after coming down slide.,,,Impact: hit something in participatory attraction,,,,PATRON-LOST CONTROL
917915,8/26/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,In-house,1,24,F,Guest exited the vehicle prior to A lift cutting her knee.,cut to knee,,Load/Unload: scrape or stumble,,,,
918582,8/26/2006,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,Waterworld Products Inc.,1,27,M,"Guest walked into first aid from ride. Guest stated that while riding on attraction with his girlfriend, the tube flipped. Guest stated he landed on his left arm. Guest has pain in his arm, back and foot.","arm, back and foot pain",,"Fall: patron fell off inner tube, mat or board",,,,
914355,8/25/2006,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,WhiteWater West Industries Ltd.,1,12,U,Head injury-probable hit to forehead above right eye.,,,Impact: hit something in participatory attraction,,,,Misbehavior of Rider
916553,8/25/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Water slide - undefined,waterslide,,1,23,M,Patron was entering the splash pool from the slide and struck the back of his head on the slide. He was immobilized and transported via ambulance to a nearby Hospital.,Spinal injury,,Impact: hit something in participatory attraction,,,,
917914,8/25/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,In-house,1,31,M,"Guest's father stated he initially experienced back pain after being bumped during the ride, however he is now experiencing left wrist pain.",,,Body pain (normal motion),,,,
918538,8/25/2006,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,California Pools,1,45,F,"Guest stated that while she was laying in a tube, she bumped her calf on the side of the pool. Guest has a bruise and a large bump on her calf. Guest stated she would seek treatment at a hospital for the bump and the bruise.",bruised calf,,Impact: hit something in participatory attraction,,,,
918675,8/25/2006,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,Wave Tek,1,41,F,Guest sated that while she was exiting the *** she slipped and fell forward and injured her right wrist. Guest stated that she would be going to the hospital to get checked out.,right wrist injury,,Load/Unload: scrape or stumble,,,,
919633,8/25/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,In-house,1,15,F,Guest stated she felt abdominal pain after exiting the attraction.,Abdominal pain.  Transported to local hospital.,,Body pain (normal motion),,,,
920196,8/25/2006,CA,Sacramento,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water slide - undefined,waterslide,,1,,U,Unknown,Unknown,,Unknown (not enough info),,,,
917150,8/24/2006,NY,Syracruse,P,New York Dept. of Labor,Carnival or rental,amusement ride,vertical drop,Drop tower,Drop Zone (portable),SBF Visa,12,,U,"Wire ropes failed, passenger platform descended rapidly until it stopped at the starting position where it made contact with the shock damper unit. Further investigation determined that the wire ropes (replaced on Feb 8th the same year) were purchased and installed by S & T ride supervisor and this does not appear to meet the specification required by SBF International.",Twelve patrons were on the ride at the time of the accident.  All injured patrons were transported to either the State Fair infirmary or local hospitals with non-life-threatening injuries.,https://ridesdatabase.org/accident_reports/NY_917150.pdf,Equipment failure,1,,,
914360,8/23/2006,NJ,Toms River,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,Surf Coaster,1,37,M,"Slider on double tube with his daughter on slide #3 and as they entered the splash pool, his daughter's head and body leaned backward and her head hit her fathers nose. His nose was bleeding and was possibly broken. He may have needed stitches. Ice was applied to his nose and butterfly bandages was applied.",,,Collision: patrons collided (participatory),,,,Inadvertent Rider Mishap
914372,8/23/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,S&S Worldwide,1,24,U,Patron exiting ride banged knee on roller coaster car.,,,Impact: hit something within ride vehicle,,,,
916543,8/23/2006,PA,Donegal,F,Pennsylvania Dept. of Agriculture,Family entertainment center,recreation,play equipment,Slide,dry slide,,1,2,F,"Patron was playing on truck slide in the playgroud, fell and broke left arm at the elbow.",,,Fall: in climb or play area,,,,
916724,8/23/2006,OH,,P,Ohio Dept. of Agriculture,Carnival or rental,amusement ride,spinning,Rotor/gravitron,Round Up,Dartron Industries,1,12,F,Patron shocked while exiting round-up ride. Caused by worn insulation on electrical wires.,Electrical Shock,,Electrical shock,1,,,
916747,8/23/2006,WI,Green Bay,F,"Wisconsin Dept. of Commerce, Safety and Building Division",Amusement park,amusement ride,spinning,Rotor/gravitron,Scat,Hi-Lite Rides - Grover Watkins - Venture,1,,M,Patron slipped on platform while getting on ride and fell scraping both legs.,Scraped both legs,,Load/Unload: scrape or stumble,,,,
918919,8/23/2006,CA,Vista,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,Wave Loch / Flow Rider,1,45,F,"Riding properly after coming off slide, landed feet (toes) on pad, body kept moving forward. Follow up reveals that she saw a doctor and was diagnosed with a broken ankle.",broken ankle,,Impact: hit something in participatory attraction,,,,
914351,8/22/2006,NJ,Hope,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Body slide,body slide,Pro Slide,1,9,F,"Exiting ride, tripped, cut chin on side of run out.",,,Load/Unload: scrape or stumble,,,,Loss of Control by Rider
914369,8/22/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Waterworld Products Inc.,1,12,U,Patron got dizzy on steps and fell. Hit head and shoulder.,,,Load/Unload: scrape or stumble,,,,Loss of Control by Rider
916550,8/22/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Tube slide,tube slide,,1,41,M,Patron came down backwards and hit neck against the wall.,,,Impact: hit something in participatory attraction,,,,
917719,8/22/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,18,M,Back of guest's head came in contact with a vehicle prop near the end of the attraction resulting in neck and head pain.,,,Impact: hit something within ride vehicle,,,,
914350,8/21/2006,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Family raft slide,family raft,FLS Corporation,1,11,F,Hit forehead on friends head on Colorado River,,,Collision: patrons collided (participatory),,,,Inadvertent Rider Mishap
916912,8/21/2006,FL,,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,36,F,"A 36 year old female was driving a kart on the Go-kart track, Avalanche when she lost control of kart, spinning out and then hit in the side by another on coming kart.",,,Collision: patron-controlled vehicles,,,,PATRON-LOST CONTROL
917087,8/21/2006,FL,,F,Florida Dept. of Agriculture,Amusement park,water park,water slide,Water slide - undefined,waterslide,,1,40,F,"Forty year old female suffered a bruside shoulder while attempting to enter the water slide, *** Slide #4, when she slipped and fell.",,,Load/Unload: scrape or stumble,,,,PATRON-LOST CONTROL
919632,8/21/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,In-house,1,41,F,Guest stated she felt dizzy and fainted after exiting the attraction.  Complained of a headache all day and took mother's prescription pain medication prior to riding. History of migraine headaches.,"Headache, dizziness, loss of consciousness.  Transported to local hospital.",,Illness: Seizure or LOC,,,,
914347,8/20/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Intamin AG,1,17,F,Patron tried to exit the boat as it was leaving the turn table and fell in the water.,,,Fall: ejection/fall from ride,,,,Misbehavior of Rider
914362,8/20/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Family raft slide,family raft,Waterworld Products Inc.,1,16,U,Patron was waiting in line and passed out and hit knees.,,,Injured in queue or exit,,,,Inadvertent Rider Mishap
916027,8/20/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Intamin AG,1,25,M,"Patron walked to F.A. at approx 30 minutes after incident and complained of neck and back pain. Said when they stopped boats for girl, his boat was hit from behind.",,,Collision: operator-controlled vehicles,,,,Loss of Control by Rider
916383,8/20/2006,TX,,F,Texas Dept. of Insurance,Water park,water park,water slide,Body slide,body slide,Pro Slide,1,53,F,Strain,Sat up through ride; complained of back hurting at the end of the ride,,Body pain (normal motion),,,,
916384,8/20/2006,TX,,F,Texas Dept. of Insurance,Water park,water park,water slide,Body slide,body slide,Hydra Tube,1,20,F,Contusion,Struck by other guest from behind,,Collision: patrons collided (participatory),,,,
916559,8/20/2006,PA,Tannersville,F,Pennsylvania Dept. of Agriculture,Water park,recreation,go-kart,Go-kart,go kart,,1,3,M,Patron was run into by another car at the bottom.,"Laceration, puncture on lips",,Collision: patron-controlled vehicles,,,,
916754,8/20/2006,WI,,F,"Wisconsin Dept. of Commerce, Safety and Building Division",Amusement park,amusement ride,other attraction,Walk-through,haunted house (walk-thru),,1,,M,Patron was walking through the Haunted House with his brother. He fell just before exiting the building and hurt his foot.,Hurt foot,,Fall: in climb or play area,,,,
918025,8/20/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,1,42,M,"Guest walked into first aid after riding attraction, complained of neck pain.",neck pain,,Body pain (normal motion),,,,
918883,8/20/2006,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,LIM coaster,"Premier Rides, Inc.",1,9,M,"Vehicle 7, row 1, seat 2. Guest stated he hit his head on the headrest during the backward sequence of the ride. Nurse assessed guest for neck pain and provided first aid, recommending further treatment if condition worsened. Family proceeded to urgent care later in the evening.",neck pain,,Impact: hit something within ride vehicle,,,,
920177,8/20/2006,CA,Concord,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,Aquatic Design Engineering (ADE),1,,U,Unknown,Unknown,,Unknown (not enough info),,,,
914348,8/19/2006,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Custom Coasters Int.,0,,U,"Thermal overload on lift hill motor tripped, causing train fully loaded with guest to stop on lift hill. Thermal overload on motor protection tripped. We were very busy and running 2 trains as fast as the system would allow. I think the thermal did what it was suppose too do, however, it would not allow us to reset it fast enough, so we decided to evacuate the train on the lift hill after about 15-20 minutes. We evacuated 23 guest from train stopped on the lift hill. No incidents were reported, the other train was in the loading station at the time. We replaced the overload and a fuse we found that went bad.",,,Unscheduled stop,1,,,Inadvertent Rider Mishap
914368,8/19/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,SCS Interactive,1,6,M,Patron was kicked in back by another patron,,,Collision: patrons collided (participatory),,,,Rider Hit by Others
914371,8/19/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Waterworld Products Inc.,1,31,F,Patron flipped tube inside of Black *** slide.,,,"Fall: patron fell off inner tube, mat or board",1,,,Product failure
916911,8/19/2006,FL,,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,4,M,"A 4 year old male was riding as a passenger in a double seat kart on the Go-kart track, Family Track' when his kart was struck from behind by another kart.",,,Collision: patron-controlled vehicles,,,,PATRON-IMPROPER OPERATION
917632,8/19/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,Vekoma,1,38,F,"Guest caught her foot on the lap bar as she was exiting the vehicle, injuring her shoulder.",,,Load/Unload: scrape or stumble,,,,
918348,8/19/2006,CA,Chula Vista,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,55,F,Guest hit a bump. Low back pain.,lower back pain,,Impact: hit something in participatory attraction,,,,
918497,8/19/2006,CA,Redlands,F,California Division of Occupational Safety and Health,Amusement park,water park,water slide,Tube slide,tube slide,Amusement Leisure Worldwide,2,,B,"Parties were rocking the tube that flipped. They then stood up on the ride. The lifeguard told the not to stand on the attraction. One of them got back in the tube and started down again, knocking the other one down.",,,"Fall: patron fell off inner tube, mat or board",,,,
918600,8/19/2006,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Mat slide,racing slide,Pro Slide,1,16,F,"Guest stated while riding slide #3 of Raging Racer that she hit her chin, causing a 1/2"" laceration. Guest stated that she will be going to the hospital to get it checked out.",cut to chin,,Impact: hit something in participatory attraction,,,,
918637,8/19/2006,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Speed slide,speed slide,Surf Coaster,1,12,M,"Guest stated while riding slide #2 of Speed Slide that he ""jerked"" his neck back. Guest stated that he has pain to the sides of his neck and that he would be going to get it checked out.",neck pain,,Body pain (normal motion),,,,
919061,8/19/2006,CA,Ventura,F,California Division of Occupational Safety and Health,Family entertainment center,amusement ride,cars & track rides,Bumper car,bumper cars,"Majestic Manufacturing, Inc.",1,40,F,Bumped from behind by another patron.,Compaint of neck pain.,,Collision: patron-controlled vehicles,,,,
914349,8/18/2006,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,"O.D. Hopkins Associates, Inc.",0,,U,"A boat was slipping on lift 3 belt prior to station-due to a loose wheel getting caught up underneath it that had come off of boat # 8 left rear. Cotter key broke, allowing guide wheel to fall off of boat # 8, which somehow floated up and under one side of another boat causing it to get lifted up enough for the belt to slip underneath it on lift 3. Corter key broke, allowing nut to come of and pin fell out and wheel came off boat #8. The entire ride was evacuated 50-60 guest. Wheel was put back on with new corter key, all other boats were checked, found no other problems. New cotter key and nut werte installed on wheel, boat #8",,,Equipment failure,1,,,Product failure
914353,8/18/2006,NJ,Scotch Plains,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - family/kiddie,ESC 385,Zierer,1,9,F,"The above injured stated that during the ride, she put her head down and struck the lap bar causing her injury.",,,Impact: hit something within ride vehicle,,,,
916582,8/18/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,,1,,M,Patron had his hand outside the boat during the ride and received a splinter.,Splinter,,Impact: extremity hit something outside carrier,,,,
917086,8/18/2006,FL,Jacksonville,F,Florida Dept. of Agriculture,Family entertainment center,water park,water slide,Water slide - undefined,waterslide,,1,39,M,Thirty Nine year old male suffered laceration to his chin while coming down slide.,,,Impact: hit something in participatory attraction,,,,PATRON-LOST CONTROL
918321,8/18/2006,CA,Chula Vista,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,WhiteWater West Industries Ltd.,1,14,F,Tube flipped and landed on guest's head. Altered level of consciousness.,altered level of consciousness,,"Fall: patron fell off inner tube, mat or board",,,,
919188,8/18/2006,CA,Los Angeles,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,,F,The park received a letter from the guest's lawyer stating that the guest received medical treatment for injuries incurred on this ride.  Letter was received 4 months after visit.  Park has no record of guest visting first aid or reporting the injury when it occurred.,Treated at hospital.,,Unknown (not enough info),,,,
912428,8/17/2006,IA,Des Moines,F,Iowa Workforce Development,Amusement park,amusement ride,spinning,Roundabout,kiddie roundabout,Hampton Amusement Rides LLC,1,3,F,"Child was strapped in, but jumped out as the ride started and fell off.  The next car behind ran her over.",Cut above right eye.  Swelling and no movement of right leg above knee & hip.  Child was transported to the hospital.,,Fall: ejection/fall from ride,,,,
916008,8/17/2006,NJ,Vernon,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,In-house,1,17,F,Went on Tarzan and could not hold on and landed on stomach fce. Guest swamandd exited ride on her own. Lifeguards inquired if guest was ok and she said she was ok. Moments later she requested medical attention and was transported.,,,Fall: in climb or play area,,,,Inadvertent Rider Mishap
916009,8/17/2006,NJ,Ocean City,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Walk-through,fun house,Owens Trailers Inc.,1,6,F,Cassady was walking through the barrel when she twisted her ankle. The ride operator stopped the barrel immediately. She was given ice packs. Her mom wanted to take her to the family doctor rathar than call for assistance.,,,Fall: in climb or play area,,,,Inadvertent Rider Mishap
916011,8/17/2006,NJ,Egg Harbor Township,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,"Miler Coaster, Inc.",1,,U,Chaunice was riding roller coaster and believes that something blew into her eye asked for Benadryl and ice-gave it to them,,,Injured by foreign object,,,,Inadvertent Rider Mishap
916013,8/17/2006,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,WhiteWater West Industries Ltd.,1,15,M,Pt. running on rope bridge in structure. Caught toe in netting.,,,Entrapment or pinch-point,,,,Inadvertent Rider Mishap
916018,8/17/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Intamin AG,1,35,F,Patron stated was on ride Tower #1-boat behind her boat banged her boat from behind,,,Collision: operator-controlled vehicles,,,,Rider Hit by Others
916023,8/17/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Car ride,kiddie car ride,Idees Loisirs S.A.,1,28,U,Swelling and pain on left leg.,,,Unknown (not enough info),,,,Inadvertent Rider Mishap
916024,8/17/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Car ride,kiddie car ride,Idees Loisirs S.A.,1,15,F,Left leg pain-swelling,,,Unknown (not enough info),,,,Inadvertent Rider Mishap
916025,8/17/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Swing ride,YoYo,"Chance Manufacturing, Inc.",1,35,F,Left wrist pain and left hip pain,,,Unknown (not enough info),,,,Inadvertent Rider Mishap
916587,8/17/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,recreation,play equipment,Play structure,play structure,,1,7,M,Patron was coming down slide and jammed left arm.,Deformity at left elbow,,Impact: hit something in participatory attraction,,,,
916595,8/17/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,Vekoma,1,5,F,Patron hit her head and cut her face on the side of the ride. Jarring ride.,laceration on the right of the eye,,Impact: hit something within ride vehicle,,,,
917233,8/17/2006,CA,San Diego,F,California Division of Occupational Safety and Health,Family entertainment center,amusement ride,spinning,Ferris/gondola wheel,ferris wheel,Eli Bridge Co.,1,,U,,,,Unknown (not enough info),,,,
917855,8/17/2006,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,44,M,"Guest experienced dizziness, nausea and vomiting after riding the attraction. History of high blood pressure and diabetes.",,,Illness or neurological symptoms,,,,
918281,8/17/2006,CA,Buena Park,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,WhiteWater West Industries Ltd.,1,13,M,"Guest bumped side of river with chin and mouth while turning inside tube. Guest received an abrasion to chin, chipped tooth.",chipped tooth,,Impact: hit something in participatory attraction,,,,
918873,8/17/2006,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,tram,Ride & Show Engineering,1,35,F,"Guest exited vehicle unassisted and asked the *** assistant where first aid was located, stating neck pain. EMT was dispatched to assess the guest who was transported to the hospital via ambulance as a precautionary measure. Released from hospital at 4:43 PM with a diagnosis of minor clavicle strain.",minor clavicle strain,,Body pain (normal motion),,,,
919938,8/17/2006,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Great Coasters,1,,U,Unknown,Unknown,,Unknown (not enough info),,,,
916003,8/16/2006,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,WhiteWater West Industries Ltd.,1,42,M,Guest stated that sliding down within the tubes of Hurricane Mountain(Water Slide) he slipped out of his tube and struck his froehead and back of his head on the slide,,,"Fall: patron fell off inner tube, mat or board",,,,Inadvertent Rider Mishap
916019,8/16/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,SCS Interactive,1,6,F,Patron's mother stated child bange her knee while entering the tunnel in the Caribbean Cove.,,,Impact: hit something in participatory attraction,,,,Inadvertent Rider Mishap
916020,8/16/2006,NJ,,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Mat slide,racing slide,Waterworld Products Inc.,1,15,M,While riding the verticle limit-stated he's shorts got caught on mat and when he landed he hit his knee.,,,Impact: hit something in participatory attraction,,,,Inadvertent Rider Mishap
916021,8/16/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,S&S Worldwide,1,,F,Patron stated she felt pain in her neck after. She bumped her head several times.,,,Impact: hit something within ride vehicle,,,,Inadvertent Rider Mishap
916026,8/16/2006,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,S&S Worldwide,0,,U,"Operator hand slipped off dispatch button causing train to drag through brake, slowing down train enough to cause train not to go up far enough up hill for anti-roll back to engage in catchet track, which cause damage to anti-roll back.",,,Equipment failure,1,1,,Product failure
916581,8/16/2006,PA,,F,Pennsylvania Dept. of Agriculture,Amusement park,recreation,play equipment,Play structure,ball pit,,1,,U,Patron received a cut requiring stitches while in this attraction. Unsure of cause.,,,Impact: hit something in participatory attraction,,,,
916798,8/16/2006,OK,Wewoka,P,Oklahoma Dept. of Labor,Carnival or rental,amusement ride,other attraction,Simulator,Astroliner,"Wisdom Industries, Ltd.",1,,M,"A seat came loose during the ride, causing some children to fall out of the seat.  One child was hit in the head by the seat.",Concussion,,Equipment failure,1,,,"Investigators found that 2 of the 4 bolts that normally hold the seat secure were still intact.  The two bolts on the outside were loose with no lock nuts.  It appeared the bolts had pulled through the fiberglass bottom of the ride.  The ride owner blamed the children for breaking the ride.  The owner was unable to produce any maintenance, training, or pre-opening inspection records for the ride."
917085,8/16/2006,FL,Jacksonville,F,Florida Dept. of Agriculture,Family entertainment center,water park,water slide,Water slide - undefined,waterslide,,1,4,F,Four year old female suffered laceration to her eyebrow while climbing stair case to water slide tube.,,,Load/Unload: scrape or stumble,,,,PATRON-LOST CONTROL
